00100001010100001100101110000111 11111011110111111110011110110000 00111001001110110010011110100100 11001010011111001001111010001110 10101101101010000111010000001101 11101011001000111010100011000010 00100101110101001101110101110100 01010101000101110100000001111011 10110000011001110000010100101111 10000001010100001100111110001111 01000101100010101100001001001110 00100011100110011001000100010010 00101100100110101101100111000000 00111000110110001101100011000001 10001011100001010101011101111100 10110101011111111001110000110001 00011010100110110000000110011110 00011100010001100101101000111111 01001000000010001101000101101000 10110000111101010110101010101111 10010101101001000000010111100010 01101100001001100011001111101001 00010111010001010110100010111001 10010111110101001100010110011010 00110000111011011011101100100110 10001101010000101110010100011011 10010010000011011111011110000011 00011100101101001010011000001110 01111100011100110101110100101110 10101111010101111101000011001101 01111010100011010001100101101011 00101101011010100001010100110001 01010000001100
01111001111110110101101100110101 10110111100010000110110111001111 01110001110101100011111101011100 11101010110110010001001101110101 11000010011011111111110110100001 11111011001100011111110010000101 01001010011000011100011110110111 11100101101010111000101110001010 01110010001011110000010000011111 01101110010011000010001000100010 01010101001001100100000010010110 01101101101111100111000111100001 11010100110001100001100011100010 11011000010110100110100010101110 00111100011101110011010010001001 10000101101010000001011001100000 01011000110100100000100101110101 10010101100101001101011101010010 01001110001001011111000111010011 10111111110000100101101000110000 11110111001101100011010011110100 11000100010001110101010100100110 10100010011000000101100100001110 00011000010110001000010011001011 11001110000110110000001111001011 00101100101011110110010001010001 10111001100100001111101100101001 00001100100110000110111010000011 10101101100011110110000111100110 11000000101111010101000001110010 10010100100101101010110011100110 10111101000011111101101001100001 01001101011010
11101000011101111101010010100101 00100110111000110101110101000001 01110000010001101000111100001010 10110010011101011010101111001010 11111001110001011001000100000100 10110101111010010110011000111101 11011011011010111101110100111010 11010101100111011101001110010001 10001111011100011001010010001101 11101110111110100010100001110111 11110100000100001101000110110110 11001101011010001111100011111111 10100100000110101110011010100110 00101101010110101011100001011001 00110100011101111000001010100000 11101010010111001001101110000100 00000100011001111101101111001101 00011100010111011010111111010110 01100101100001101110001001110011 01010001010011110100001010010100 10010101011101000110101101110111 10000000000110110100101011001100 10011101101101000111010011001101 00101010110111010010010110110111 00111000111100010001000001011010 10001100011110110110101011111110 11111110111001100000000001100110 01011110111010000000110010001011 10100010110101110001111110000001 00101010011111101011010110010011 10000000110001111000101111001000 10101000000011110100010000110111 01001001100000
00000011000110111010010000010011 11101101111110100111111110011100 01101101111010000110011110000010 10110001011100111101100010000010 01101000110100001010111010100000 11000010011010101100101110101100 01011001110010001110100001001001 00101001001111001010100111110001 11011100101100110001001110001110 11101010111001001000110100000100 01111001110110011001110001001111 01111010100100010010011100111110 01001010111010100011110101101010 10010011101010000010010111100110 11001010001110000101000110010101 11010100011010011011110110011000 10110011011101110101010010100110 01000111110110010110001100111010 10000101111000101110010110110111 10001001000101000011010101110110 11111000010110110111111100010111 01111110101001111010011000000011 11100011011000101000110001101010 11111000000000001110111111111001 01100110001100010000011011011011 10101101111101100000111100101001 11000110111010001000101110010010 00001000000000100110111110001101 11101100011010101001000111011000 10100010101000100100001000111111 00100100010010100111011110011000 00001010000011101100111101010100 01010101100110
01111100111110010100001000110110 00011011111101000100111001110110 11100010011001100100101101111001 01100000011000111111111100010100 10001011001001010010011011001101 01100111111100100100101001101111 11110011010111110110001110110101 01111111001110101110011011010100 10001101001011111000011000001001 11111101000000100000010001000100 11001111000100111110101100000110 01111010111110111111000101110010 01101101100111100010111001001101 00110111101010101111010110111111 11011111001110110111100101110001 01100110100100011100011111100111 01010111100011111101001100000010 00100010011111000001110101000100 00110100000101100011001100001000 01011100100000011000101001110000 11011110111011010111110000011001 01110011101111011111001000101000 00011101110101001011010001010001 00111110010000100001011010010101 11100101010000000000110010010111 01100010101001110101001110100000 11111011101111010110011100101000 10111010000001000100011110101111 10000111100110101000100111110001 00110010110100000010000011010100 10111100001011010100111001001001 01000001100100101001101110001111 01010110111011
10111100011000010101111000100110 11011100000000011111111001010110 01110000111111010001101010010110 01010101110001001010111110000010 11001100101111101011000100010000 00000110011100010000010001000011 01000011010010001100000010000011 01000001011010000111000000010011 10100010010101100011010111011100 10011110011111010001001010101011 00011110011100100001101101001000 00110101010101001101010010101000 10001001011100011010010101000110 11000110011011000001111101000101 01111011110010110111111001011001 01000000001011000100000110011111 10110001001100011110011110110000 01001100110110101000100011001110 00001110110101001100000000011100 00011111111001111111100011000001 01011110111000010110000010001001 11000001010101111111011010100011 11100011000100100111111000001111 01110011010010110111110001110011 00011000000110011010001001101000 00000101010011010000111001011001 00101110010111010100000000101011 00111111011111110111110001111000 10100001100110101110111111101011 11011110011001010011010001001001 01111001100111010011111010010101 11100101101011010010010011111001 01001010111100
00111101011110010101000111100000 01011000011011000110111000001000 10010000101101001010111100111010 01001001101111000101011001100101 01011111001001010111010000101011 10000100111010100100100011111001 00101110001110011001100000000100 00011000001010011101001011100010 10001111000000000000001011101111 00111011111110011011000111000011 00100100100000110000111111110110 01000111000011100110111101000111 11110010011101101100010001001110 11111110110011110001101100010100 00001001000001010111101111110110 01110110110001110001101010101111 01110100000011111100101010000110 10100100011111001000110110011101 00010011011001101110101001111110 00110110110101110001111110101111 01010100111100110001011111001101 11101000110111011010000001101100 11110101111101110110110001101100 00101110000101110111001111000001 10101111110110110110111010011101 00111010100001111101111010101101 00101100100110110111011110010010 00010001010011000101000001111000 00100011000001010101011000100111 01111010010011100011010000100000 10110000011100111001000010000001 11101001000011100110111010001111 01010110100011
11111011000101010100110001101110 00111100101011011001010100101000 01101110000011010100011001101101 10101010111101001110110100000111 10010100011101100011111001010110 11101011010100110111010100100111 11000110000101010110101100001101 10100001001110101100110001011010 10100000100101001110101110110010 01011111010110000010110010101110 10000110101111110101110011111001 11010000000010110111000011100000 00001110110110111011001011100100 10010101110101011010101000010010 00101011111111010001100000100100 01000001011101000111011100101111 10101111001110010000011000001010 00101101011111010101100111111101 10110101001100000111011001000010 10000111010101011100011010101000 00111110000011111010110001110010 10010101101011000101100101010111 10101011000000110101111001111010 11010011110110110001110000100100 10010111011000110111100000100100 11110000100000111010110101000010 01000111011011111011010010110011 00100001001110001110101010101111 01111010110110101011101010101000 11101101111111010000001001111111 11000010100001010100111111001111 10100100111011000111100001110110 01010010111001
01010010111101100110001010011110 00111100110111000001000011000011 01011000101110001010110000101100 00111001011000011010011100000010 00111100101000101001101100111111 10111001111011111100100111111111 10010011000001001110110011110110 00111011001101111001101000101000 11100001110001101000011001010010 11101000111011100011000001101111 01000000100111000001000100101010 10111010000000010001100111011101 10000000011011100000011000010110 11110000100110011001101011100001 10000101100101000110111000111010 11110000101101001011100000010001 00011010000110000001010010101001 01000001010001100001100010100000 01001011010000000110110000110000 11011000111100001100010111100111 00010110101100101101100010100010 00111001010001001101110100010100 01111111110110110101000010100011 11110000101001001110000011000001 10010101011001100110101001100100 11010100110110110001110001111010 00111011001101001100100000111101 01001011101000001011110111111100 11111110101111111000110101100111 00010101100101010010001000111101 00100111011011100100000011101011 11101010000111011010111011010111 01010011011110
10010000101100111011001110110010 11110000011110000110101011100101 11011001001100000100101100010101 11001010000011000011011100111010 10010000010010000000111000111010 11000110010010010010101101000100 10100110111010111101101110001100 00000110111011100000110001111010 11111101001100011000001100101011 11101100010001011011001111111011 00010100010101010110100011100010 00010011011001010001011010101100 01111100010000101111101001101010 10101011110011110000001101000111 11011010111011001001110100011000 11110010010101001001001000100110 01000001011110101010001011111100 10000001111011101011001000001000 01000101111101111010000010010111 01011001100100100001000100111100 01010101100011101001110010010110 01011001100011110100001100000010 11011101000100100010111011001111 00100110110011010110000010101100 01110001100100011001100100011001 01011111001010001100010001111011 11110101011000111001011101001110 11110101101110111011110001100010 11011000100001010000100011111010 11100101010100000110101110010101 11110010000010110000110011010111 00010011101101111001100001100100 01001011000011
